Developer,Publisher,Genres,Product Rating,User Ratings Count,Best-seller,year
Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,95.0,0,2014
G.Rev,Rising Star Games,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,14.0,0,2012
Capcom Vancouver,Microsoft Game Studios,Open-World Action,Rated M For Mature,30.0,0,2014
Konami,Konami,Card Battle,Rated E For Everyone,16.0,1,2007
Bluepoint Games,Konami,Compilation,Rated M For Mature,546.0,1,2011
Double Stallion Games,Riot Forge,2D Platformer,Rated T For Teen,12.0,1,2023
Inti Creates,Inti Creates,Metroidvania,Rated T For Teen,11.0,0,2023
Plastic Studios,SCEA,Miscellaneous,Rated T For Teen,49.0,0,2012
KeokeN Interactive,Frontier Developments,Adventure,Rated T For Teen,45.0,0,2023
Pandemic Studios,EA Games,Open-World Action,Rated T For Teen,47.0,0,2008
Gameloft,Gameloft,Action Adventure,Rated M For Mature,6.0,0,2009
Game Arts,XSEED Games,JRPG,Rated T For Teen,37.0,1,2010
Guerrilla,Sony Interactive Entertainment,Open-World Action,Rated T For Teen,990.0,1,2017
Gulti,UFO Interactive,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,5.0,0,2013
Piccolo,Techland,Third-Person Adventure,Rated E For Everyone,122.0,1,2019
Genius Sonority Inc.,Nintendo,Matching Puzzle,Rated E For Everyone,145.0,0,2015
Criterion Games,Electronic Arts,Arcade,Rated E +10 For Everyone +10,26.0,0,2011
Irrational Games,Sierra Entertainment,Tactical FPS,Rated M For Mature,61.0,1,2006
Namco,Namco,Auto Racing,Rated E For Everyone,13.0,1,2000
Konami,Konami,Metroidvania,Rated T For Teen,115.0,1,2006
Ubisoft,Ubisoft,Open-World Action,Rated M For Mature,1588.0,0,2012
Capcom,Capcom,JRPG,Rated T For Teen,103.0,1,2000
Atlus,Atlus,Turn-Based Tactics,Rated T For Teen,229.0,0,2012
Tecmo,Tecmo,3D Platformer,Rated E For Everyone,5.0,0,2005
Crystal Dynamics,Square Enix,Linear Action Adventure,Rated M For Mature,55.0,0,2016
Rotobee,Eidos Interactive,Virtual Life,Rated M For Mature,9.0,0,2004
Firaxis Games,Atari SA,Strategy,Rated E For Everyone,232.0,1,2004
Blitz Games,Eidos Interactive,Action Adventure,Rated E For Everyone,6.0,1,2000
SCE Japan Studio,SCEA,Action,Rated E For Everyone,84.0,1,2009
Propaganda Games,Disney Interactive Studios,Action Adventure,Rated T For Teen,51.0,0,2010
Metropolis Software,Playlogic,Third Person Shooter,Rated M For Mature,5.0,0,2009
WayForward,Majesco,2D Platformer,Rated E For Everyone,35.0,1,2009
Silicon Knights,Activision,3D Beat-'Em-Up,Rated T For Teen,78.0,0,2011
Atlus,Atlus,JRPG,Rated M For Mature,232.0,0,2005
Climax Entertainment,SCEA,Action RPG,Rated T For Teen,17.0,0,2005
Nintendo,Nintendo,Party,Rated E For Everyone,130.0,0,2007
Zombie Studios,Ignition Entertainment,Tactical FPS,Rated T For Teen,21.0,0,2010
Gust,Koei Tecmo Games,Compilation,Rated T For Teen,26.0,0,2020
Namco Bandai Games,Nintendo,Baseball,Rated E For Everyone,82.0,1,2008
7thChord,Bandai Namco Games,Action RPG,Rated T For Teen,128.0,1,2014
Rain Games,Soedesco,Linear Action Adventure,Rated E +10 For Everyone +10,8.0,0,2017
Three Fields Entertainment,Team17,Light Gun,Rated T For Teen,9.0,0,2016
ThatGameCompany,SCEA,3D Platformer,Rated E For Everyone,1700.0,1,2012
Eden Studios,Electronic Arts,Auto Racing,Rated E For Everyone,59.0,1,2000
EA Mythic,EA Games,MMORPG,Rated T For Teen,91.0,0,2008
Heavy Iron Studios,THQ,3D Platformer,Rated E For Everyone,12.0,1,2004
Capcom,Capcom,Survival,Rated M For Mature,608.0,1,2000
Sproing,Conspiracy Entertainment,Turn-Based Tactics,Rated E +10 For Everyone +10,5.0,0,2007
Inti Creates,Inti Creates,Action RPG,Rated T For Teen,51.0,0,2019
Project Aces,Namco,Aircraft Combat Sim,Rated E For Everyone,107.0,1,2001
Deep Shadows,Atari SA,FPS,Rated M For Mature,43.0,0,2005
Arxel Tribe,Strategy First,Action RPG,Rated T For Teen,8.0,0,2003
Skydance Interactive,Skydance Interactive,Vehicle Combat Sim,Rated T For Teen,22.0,0,2017
Armor Project,Square Enix,Trainer RPG,Rated E For Everyone,96.0,1,2023
Ubisoft Montreal,Ubisoft,2D Beat-'Em-Up,Rated T For Teen,142.0,1,2010
Rockstar Vancouver,Rockstar Games,Open-World Action,Rated T For Teen,224.0,1,2008
Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,13.0,0,2023
Witch Beam,Witch Beam,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,44.0,0,2016
Square Enix,Square Enix,Action RPG,Rated T For Teen,8.0,1,2005
Creative Assembly,Sega,Survival,Rated M For Mature,1555.0,1,2014
Ascaron Entertainment,cdv Software,Space Combat Sim,Rated T For Teen,44.0,0,2006
Team17,Sega,Artillery,Rated T For Teen,13.0,0,2005
Neversoft Entertainment,Activision,Rhythm,Rated T For Teen,62.0,0,2010
P-Studio,Sega,JRPG,Rated M For Mature,133.0,1,2024
PopCap,Oberon Media,Matching Puzzle,Rated E For Everyone,8.0,0,2006
Neverland,Natsume,JRPG,Rated E For Everyone,22.0,0,2007
Sonic Team,Sega,Compilation,Rated E For Everyone,46.0,1,2004
Spike Chunsoft,NIS America,Visual Novel,Rated M For Mature,300.0,1,2017
Capcom,Capcom,Compilation,Rated T For Teen,26.0,0,2021
SCEE,SCEA,Miscellaneous,Rated E +10 For Everyone +10,6.0,1,2005
Sumo Digital,Sega,Auto Racing,Rated E +10 For Everyone +10,170.0,1,2012
Big Ape Productions,Gotham Games,3D Fighting,Rated M For Mature,9.0,0,2003
Piranha Bytes,Deep Silver,Action RPG,Rated M For Mature,858.0,0,2012
Spark Unlimited,Tecmo Koei Games,Linear Action Adventure,Rated M For Mature,99.0,0,2014
Nippon Ichi Software,NIS America,Roguelike,Rated T For Teen,26.0,0,2015
Mouldy Toof Studios,Team17,Action,Rated T For Teen,38.0,0,2015
Felistella,GAIJINWORKS,Turn-Based Tactics,Rated T For Teen,12.0,0,2015
Eutechnyx,THQ,Auto Racing Sim,Rated T For Teen,13.0,0,2003
Capcom,Capcom,Action RPG,Rated T For Teen,1167.0,0,2021
WorldForge,JoWooD Entertainment AG,Real-Time Strategy,Rated T For Teen,7.0,0,2008
OfficeCreate,Majesco,Virtual Career,Rated E For Everyone,12.0,1,2007
Double Fine Productions,Microsoft Game Studios,Miscellaneous,Rated E For Everyone,16.0,0,2012
Ubisoft,Ubisoft,3D Fighting,Rated E +10 For Everyone +10,11.0,0,2011
Maple Powered Games,Merge Games,Trainer RPG,Rated E For Everyone,6.0,0,2021
SNK Playmore,SNK Playmore,2D Fighting,Rated T For Teen,8.0,0,2004
Paradigm Entertainment,THQ,Auto Racing,Rated T For Teen,19.0,1,2007
Ovosonico,SCEA,2D Platformer,Rated E For Everyone,70.0,0,2014
Alfa System,Sega,Action RPG,Rated T For Teen,15.0,1,2009
FeelPlus,Square Enix,Third Person Shooter,Rated M For Mature,121.0,0,2011
CyberConnect2,Namco Bandai Games,3D Fighting,Rated T For Teen,147.0,1,2008
Telltale Games,Telltale Games,Point-and-Click,Rated E +10 For Everyone +10,293.0,0,2015
Dimps Corporation,Bandai Namco Games,Third Person Shooter,Rated T For Teen,123.0,0,2018
Interplay,Interplay,Action RPG,Rated M For Mature,15.0,0,2004
Monolith Soft,Atlus,JRPG,Rated T For Teen,17.0,0,2009
Gearbox Software,2K Games,FPS,Rated M For Mature,50.0,0,2013
Cyanide,Focus Home Interactive,Western RPG,Rated M For Mature,73.0,0,2012
Blackbird Interactive,Gearbox Publishing,Command RTS,Rated E +10 For Everyone +10,235.0,1,2016
Candygun Games,Namco Bandai Games,Strategy,Rated T For Teen,22.0,0,2011
zSlide,Atari SA,Puzzle,Rated T For Teen,6.0,0,2007
Visual Concepts,Sega,Basketball Sim,Rated E For Everyone,19.0,0,2000
"Z-Axis, Ltd.",Acclaim,Biking,Rated E For Everyone,11.0,0,2000
Relic Entertainment,Sega,Real-Time Strategy,Rated M For Mature,60.0,0,2015
Ino-Co Plus,Paradox Interactive,Turn-Based Strategy,Rated E +10 For Everyone +10,231.0,1,2012
Whale Rock Games,Whale Rock Games,Real-Time Strategy,Rated T For Teen,39.0,0,2016
EA Canada,Electronic Arts,Basketball Sim,Rated E For Everyone,11.0,1,2002
Milestone S.r.l,Square Enix,Racing,Rated E For Everyone,100.0,1,2016
Shin'en,Majesco,Vertical Shoot-'Em-Up,Rated E For Everyone,9.0,1,2003
Inti Creates,Capcom,2D Platformer,Rated E For Everyone,65.0,1,2004
Frost Monkey Games,"Factoria Cultural Gestio, S.L.",Third-Person Adventure,Rated E For Everyone,18.0,0,2019
Sabotage Studio,Sabotage Studio,JRPG,Rated E +10 For Everyone +10,751.0,1,2023
Sucker Punch,SCEA,3D Platformer,Rated E For Everyone,367.0,1,2002
NinjaBee,Microsoft Game Studios,Arcade Racing,Rated E For Everyone,11.0,0,2008
LucasArts,Aspyr,Future Racing,Rated E For Everyone,34.0,1,2020
Rainbow Studios,THQ,Auto Racing,Rated E For Everyone,7.0,1,2007
Team17,Team17,Artillery,Rated E +10 For Everyone +10,65.0,0,2013
Creative Assembly,Sega,Real-Time Strategy,Rated T For Teen,73.0,1,2006
Fallen Leaf,Plug In Digital,Action Adventure,Rated M For Mature,93.0,0,2023
Nintendo,Nintendo,Future Racing,Rated E For Everyone,134.0,1,1998
Slick Entertainment,Microsoft Game Studios,2D Platformer,Rated E +10 For Everyone +10,27.0,0,2008
Insomniac Games,Sony Interactive Entertainment,Open-World Action,Rated T For Teen,7367.0,1,2023
Airtight Games,Square Enix,Puzzle,Rated E For Everyone,199.0,0,2012
Capcom,Capcom,Action RPG,Rated T For Teen,26.0,0,2006
Barking Dog,Sierra Entertainment,Real-Time Strategy,Rated E For Everyone,86.0,1,2000
Visual Concepts,2K Games,Auto Racing,Rated E +10 For Everyone +10,50.0,0,2023
Adrenium,Activision,Action Adventure,Rated E For Everyone,7.0,0,2004
PopCap,PopCap,Action Puzzle,Rated E For Everyone,34.0,0,2008
10tons,10tons,Matching Puzzle,Rated E For Everyone,8.0,0,2017
Black Isle Studios,Interplay,Western RPG,Rated T For Teen,271.0,1,2000
Team Ninja,Koei Tecmo Games,Compilation,Rated M For Mature,97.0,0,2021
Creatures Inc.,Nintendo,Action Adventure,Rated E For Everyone,84.0,1,2010
Headup Games,Headup Games,Point-and-Click,Rated T For Teen,67.0,1,2013
Hudson Entertainment,Hudson Entertainment,Survival,Rated T For Teen,17.0,1,2010
Chainsawesome Games,Chainsawesome Games,Action,Rated E +10 For Everyone +10,25.0,0,2015
Anchor (Legacy),Crave,Combat Sport,Rated T For Teen,8.0,0,2000
Team Ninja,Sony Interactive Entertainment,Action RPG,Rated M For Mature,71.0,1,2020
Marionette,Xicat Interactive,Aircraft Combat Sim,Rated E For Everyone,6.0,1,2001
Telltale Games,Telltale Games,Third-Person Adventure,Rated E +10 For Everyone +10,26.0,1,2010
Demimonde,Square Enix,2D Platformer,Rated E +10 For Everyone +10,13.0,1,2019
PeroPeroGames,X.D. Network Inc.,Rhythm,Rated T For Teen,41.0,0,2019
Giant Squid,505 Games,Third-Person Adventure,Rated E For Everyone,579.0,1,2016
Akella,Bethesda Softworks,Action RPG,Rated T For Teen,7.0,0,2003
BioWare,Electronic Arts,Action RPG,Rated M For Mature,70.0,1,2010
Capcom,Capcom,Action Adventure,Rated M For Mature,15.0,1,2002
Cavalier Game Studios,Tequila Works,Adventure,Rated T For Teen,94.0,1,2017
Team Bondi,Rockstar Games,Open-World Action,Rated M For Mature,8.0,1,2011
Funcom,Funcom,MMORPG,Rated T For Teen,17.0,1,2003
Rebellion,505 Games,Tactical Third Person Shooter,Rated M For Mature,268.0,0,2014
Maxis,EA Games,Virtual Life,Rated T For Teen,8.0,0,2007
Vanillaware,Atlus,Action RPG,Rated T For Teen,60.0,1,2007
Gust,NIS America,JRPG,Rated T For Teen,23.0,1,2009
Iguana Entertainment,Acclaim,FPS,Rated M For Mature,94.0,1,1997
Media.Vision,XSEED Games,Turn-Based Tactics,Rated E +10 For Everyone +10,21.0,0,2008
Ska Studios,Ska Studios,Metroidvania,Rated M For Mature,421.0,1,2016
Amazon Game Studios,Amazon Game Studios,Auto Racing,Rated T For Teen,17.0,0,2019
Valve Software,VU Games,FPS,Rated M For Mature,9098.0,1,2004
Trendy Entertainment,Trendy Entertainment,Defense,Rated E +10 For Everyone +10,55.0,0,2011
Radical Entertainment,Sierra Entertainment,Linear Action Adventure,Rated T For Teen,12.0,0,2002
BlitWorks,sebagamesdev,2D Beat-'Em-Up,Rated T For Teen,20.0,1,2019
Square Enix,Square Enix,Action RPG,Rated T For Teen,130.0,1,2021
Other Ocean Interactive,Warner Bros. Interactive Entertainment,Compilation,Rated M For Mature,35.0,0,2011
Magnum Games,Magnum Games,Tactical Third Person Shooter,Rated T For Teen,11.0,0,2004
Game Arts,Square Enix,JRPG,Rated T For Teen,55.0,1,2006
Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,1651.0,1,2002
The Bitmap Brothers,EON Digital Entertainment,Command RTS,Rated T For Teen,17.0,1,2001
Gameloft,Ubisoft,Auto Racing,Rated E +10 For Everyone +10,37.0,0,2011
AQ Interactive,XSEED Games,Application,Rated E For Everyone,8.0,0,2008
EA Sports,EA Sports,Combat Sport,Rated T For Teen,10.0,0,2005
Vicarious Visions,Activision,Action RPG,Rated T For Teen,73.0,0,2009
Spiders,Focus Home Interactive,Action RPG,Rated M For Mature,440.0,0,2014
Inti Creates,Capcom,2D Platformer,Rated E For Everyone,60.0,1,2003
Rebellion,Rebellion,Tactical FPS,Rated M For Mature,496.0,1,2017
Mythic Entertainment,Mythic Entertainment,MMORPG,Rated T For Teen,19.0,0,2002
SquareSoft,Square EA,JRPG,Rated T For Teen,460.0,1,2000
Electronic Arts,EA Games,Management,Rated E For Everyone,7.0,0,2008
Spike Chunsoft,Atlus,Action,Rated M For Mature,40.0,0,2015
Techland,Techland,Survival,Rated M For Mature,71.0,1,2021
Anima Project,Badland Games,Action RPG,Rated T For Teen,56.0,0,2016
Fireproof Games,Fireproof Games,First-Person Adventure,Rated E For Everyone,24.0,0,2020
Gust,NIS America,Turn-Based Strategy,Rated E +10 For Everyone +10,11.0,0,2009
Techland,Deep Silver,Survival,Rated M For Mature,708.0,0,2011
THQ,1C Entertainment,Real-Time Tactics,Rated T For Teen,121.0,1,2011
Pendulo Studios,Tri Synergy,Third-Person Adventure,Rated T For Teen,84.0,1,2003
Frontier Developments,Atari SA,Tycoon,Rated E For Everyone,56.0,0,2005
Trion Worlds,Trion Worlds,MMORPG,Rated T For Teen,75.0,1,2012
Playrise Digital,Ripstone,Auto Racing,Rated E For Everyone,129.0,0,2016
Digitalo Studios,Arush Entertainment,FPS,Rated M For Mature,20.0,0,2003
Sledgehammer Games,Activision,FPS,Rated M For Mature,20.0,0,2015
Acquire,XSEED Games,Open-World Action,Rated M For Mature,22.0,0,2012
Telltale Games,Telltale Games,Point-and-Click,Rated E +10 For Everyone +10,22.0,0,2015
STUDIO EVIL,IntraGames,JRPG,Rated E +10 For Everyone +10,13.0,0,2019
Versus Evil,Versus Evil,3D Beat-'Em-Up,Rated M For Mature,64.0,0,2015
SMG Studio,SMG Studio,2D Platformer,Rated E For Everyone,33.0,1,2018
Mist Land,Strategy First,Real-Time Strategy,Rated T For Teen,15.0,1,2005
PopCap,Electronic Arts,Action Puzzle,Rated E For Everyone,233.0,0,2013
Bandai Namco Games,Namco Bandai Games,Action RPG,Rated T For Teen,218.0,1,2012
Avalanche Software,Warner Bros. Interactive Entertainment,Western RPG,Rated T For Teen,4144.0,1,2023
Metalhead Software,Metalhead Software,Baseball,Rated E For Everyone,76.0,0,2014
SNK Playmore,Ignition Entertainment,2D Fighting,Rated T For Teen,18.0,0,2009
PolyKid,PolyKid,3D Platformer,Rated E +10 For Everyone +10,14.0,0,2017
Codemasters,Codemasters,Auto Racing Sim,Rated T For Teen,193.0,1,2017
The Molasses Flood,The Molasses Flood,Action Adventure,Rated E +10 For Everyone +10,27.0,0,2020
Bloober Team,Bloober Team,Survival,Rated M For Mature,472.0,0,2019
French-Bread,Aksys Games,2D Fighting,Rated T For Teen,27.0,1,2020
Bionic Games,Capcom,2D Beat-'Em-Up,Rated T For Teen,5.0,0,2009
Sierra Entertainment,Sierra Entertainment,Tactical FPS,Rated M For Mature,51.0,1,2000
TT Games,Warner Bros. Interactive Entertainment,Sandbox,Rated E +10 For Everyone +10,85.0,0,2017
Colossal Order,Paradox Interactive,Management,Rated E For Everyone,2217.0,1,2015
D3Publisher,D3Publisher,2D Beat-'Em-Up,Rated T For Teen,6.0,0,2007
different cloth,Gaijin Games,Rhythm,Rated E For Everyone,6.0,1,2010
Best Way,Aspyr,Real-Time Tactics,Rated T For Teen,43.0,1,2009
"Young Horses, Inc","Young Horses, Inc",Open-World Action,Rated E +10 For Everyone +10,405.0,1,2020
Sega,Sega,Rhythm,Rated T For Teen,79.0,1,2017
Sanzaru,Oculus Studios,Action RPG,Rated M For Mature,90.0,1,2019
Konami,Konami,Dancing,Rated E +10 For Everyone +10,5.0,0,2006
Snowblind Studios,Warner Bros. Interactive Entertainment,Action RPG,Rated M For Mature,146.0,0,2011
EA Sports,EA Sports,Combat Sport,Rated T For Teen,8.0,0,2004
Ubisoft Quebec,Ubisoft,Open-World Action,Rated M For Mature,2449.0,0,2015
Imageepoch,Atlus,Turn-Based Tactics,Rated T For Teen,19.0,1,2008
Click Entertainment,Sierra Entertainment,Action RPG,Rated M For Mature,21.0,1,2001
Hellbent Games,Warner Bros. Interactive Entertainment,Real-Time Strategy,Rated E For Everyone,26.0,0,2009
Microids,Microids,2D Platformer,Rated E +10 For Everyone +10,21.0,0,2018
Vector Unit,Vector Unit,Future Racing,Rated E +10 For Everyone +10,11.0,0,2016
Capcom,Capcom,Visual Novel,Rated T For Teen,192.0,1,2007
Sega AM2,Sega,Rhythm,Rated T For Teen,11.0,0,2022
Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,173.0,0,2013
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated E For Everyone,33.0,1,2020
InXile Entertainment,InXile Entertainment,Western RPG,Rated M For Mature,1217.0,0,2014
Spiders,Focus Home Interactive,Action RPG,Rated M For Mature,297.0,0,2013
Shaba Games,Activision,Open-World Action,Rated T For Teen,115.0,1,2008
Nintendo,Nintendo,Exercise,Rated E +10 For Everyone +10,296.0,1,2019
TT Games,Warner Bros. Interactive Entertainment,3D Platformer,Rated E +10 For Everyone +10,113.0,0,2017
Imageepoch,NIS America,JRPG,Rated T For Teen,77.0,0,2013
Egosoft,Enlight Software,Space Combat Sim,Rated T For Teen,24.0,1,2003
Sobaka,Buka Entertainment,3D Beat-'Em-Up,Rated T For Teen,22.0,0,2020
Omega Force,Koei Tecmo Games,Action RPG,Rated T For Teen,129.0,1,2022
Digital Extremes,Electronic Arts,Pinball,Rated E For Everyone,7.0,0,2001
Sega,Sega,Visual Novel,Rated E For Everyone,152.0,1,2023
Nixxes Software,Eidos Interactive,Survival,Rated M For Mature,13.0,0,2002
Ubisoft,Ubisoft,Open-World Action,Rated M For Mature,679.0,0,2020
LucasArts,LucasArts,Turn-Based Strategy,Rated T For Teen,14.0,1,2003
Nintendo,Nintendo,Rhythm,Rated E For Everyone,84.0,1,2016
PopTop Software,2K Games,Turn-Based Strategy,Rated T For Teen,5.0,0,2005
Nex Entertainment,Nintendo,Action RPG,Rated E +10 For Everyone +10,17.0,0,2006
Bec,Namco Bandai Games,Trainer RPG,Rated E For Everyone,30.0,0,2007
Daedalic Entertainment,Nacon,Action Adventure,Rated T For Teen,372.0,0,2023
Starbreeze,2K Games,FPS,Rated M For Mature,176.0,1,2007
Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,29.0,1,2000
Artefacts Studio,Dear Villagers,RPG,Rated M For Mature,73.0,1,2020
M2,Capcom,Compilation,Rated T For Teen,14.0,0,2013
Traveller's Tales Oxford Studio,VU Games,3D Platformer,Rated E For Everyone,329.0,1,2004
Telltale Games,Telltale Games,Third-Person Adventure,Rated E +10 For Everyone +10,30.0,0,2009
SCE Japan Studio,SCEA,Open-World Action,Rated T For Teen,753.0,1,2012
Netherock Ltd.,EA Games,Third Person Shooter,Rated T For Teen,8.0,1,2003
Neko Entertainment,Konami,Action Puzzle,Rated T For Teen,8.0,0,2012
22nd Century Toys,Devolver Digital,Action Puzzle,Rated E For Everyone,70.0,1,2019
BioWare,Sega,JRPG,Rated E For Everyone,99.0,0,2008
Ubisoft,Ubisoft,Dancing,Rated E For Everyone,25.0,0,2022
22nd Century Toys,Limited Run Games,2D Platformer,Rated E +10 For Everyone +10,93.0,0,2019
Namco,Namco,Auto Racing Sim,Rated T For Teen,7.0,0,2003
Midway Studios - Los Angeles,Midway,3D Beat-'Em-Up,Rated M For Mature,205.0,1,2005
Racjin,Hudson Entertainment,Party,Rated E For Everyone,7.0,0,2008
Supermassive Games,Bandai Namco Games,Third-Person Adventure,Rated M For Mature,560.0,0,2019
Overhaul Games,Beamdog,Western RPG,Rated T For Teen,437.0,1,2013
Lienzo,Lienzo,Action Adventure,Rated T For Teen,61.0,0,2018
Idea Factory,NIS America,Turn-Based Strategy,Rated T For Teen,15.0,1,2006
Mass Media,Blizzard Classic Arcade,Future Racing,Rated E For Everyone,17.0,1,2003
Claeys Brothers Arts,Crazy Monkey Studios,2D Platformer,Rated T For Teen,54.0,1,2015
Studio Wildcard,Studio Wildcard,Sandbox,Rated T For Teen,728.0,0,2017
Intelligent Systems,Nintendo,Action RPG,Rated E For Everyone,545.0,1,2007
City Interactive,City Interactive,Tactical FPS,Rated M For Mature,31.0,0,2008
Day 1 Studios,Warner Bros. Interactive Entertainment,FPS,Rated M For Mature,159.0,0,2011
MadMinute Games,Paradox Interactive,Real-Time Strategy,Rated T For Teen,34.0,1,2006
Microsoft Game Studios,Microsoft Game Studios,Golf Sim,Rated E For Everyone,7.0,0,2000
SCE Foster City Studio,SCEA,3D Platformer,Rated T For Teen,58.0,1,2004
Phantagram,Microsoft Game Studios,Real-Time Strategy,Rated M For Mature,26.0,1,2004
Fire Hose Games,Sony Online Entertainment,Action Puzzle,Rated E For Everyone,8.0,1,2011
Running With Scissors,Running With Scissors,FPS,Rated M For Mature,276.0,1,2003
Artefacts Studio,Destination Software,Trivia,Rated E For Everyone,18.0,0,2007
Sonic Team,Sega,Arcade Racing,Rated E For Everyone,83.0,1,2008
FASA Studio,Microsoft Game Studios,Aircraft Combat Sim,Rated T For Teen,36.0,1,2003
Gearbox Software,2K Games,FPS,Rated M For Mature,65.0,1,2012
Backbone Entertainment,Konami,3D Platformer,Rated T For Teen,38.0,1,2005
Omega Force,Nintendo,3D Beat-'Em-Up,Rated T For Teen,680.0,1,2020
Cattle Call,NIS America,JRPG,Rated E +10 For Everyone +10,34.0,0,2019
Otomate,Aksys Games,Visual Novel,Rated M For Mature,15.0,1,2017
Ambrella,Nintendo,3D Beat-'Em-Up,Rated E For Everyone,93.0,0,2013
Causal Bit Games,Causal Bit Games,2D Platformer,Rated E +10 For Everyone +10,17.0,0,2018
Idea Factory,NIS America,JRPG,Rated T For Teen,23.0,1,2010
FDG Entertainment,FDG Entertainment,Puzzle,Rated RP For Rate Pending,11.0,0,2011
Black Isle Studios,Interplay,Western RPG,Rated T For Teen,68.0,1,2001
Laughing Jackal,Laughing Jackal,Puzzle,Rated E For Everyone,11.0,0,2011
Sumo Digital,Sony Interactive Entertainment,3D Platformer,Rated E For Everyone,598.0,1,2020
Paradox Development,Activision,2D Fighting,Rated T For Teen,17.0,1,2000
Impressions Games,Sierra Entertainment,Real-Time Strategy,Rated T For Teen,5.0,0,2004
Guild Software,Strategy First,MMORPG,Rated T For Teen,16.0,0,2004
Mebius,Teyon,Horizontal Shoot-'Em-Up,Rated E For Everyone,8.0,0,2014
Moonbite Games,U&I Entertainment,FPS,Rated M For Mature,25.0,0,2015
Namco,Namco,Action RPG,Rated T For Teen,235.0,1,2004
Rayark Inc.,Unties,Rhythm,Rated E For Everyone,30.0,1,2019
Jupiter Corporation,NIS America,RPG,Rated E +10 For Everyone +10,27.0,0,2017
Nintendo,Nintendo,Metroidvania,Rated T For Teen,2925.0,1,2021
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated T For Teen,616.0,1,2016
Falcom,XSEED Games,Action RPG,Rated T For Teen,289.0,1,2013
Southend Interactive,Ubisoft,FPS,Rated M For Mature,21.0,0,2003
Media.Vision,SCEA,JRPG,Rated T For Teen,47.0,1,2002
Level 5,D3Publisher,Action RPG,Rated T For Teen,77.0,0,2011
Ice-Pick Lodge,tinyBuild,Survival,Rated M For Mature,329.0,1,2019
B.B.Studio,Bandai Namco Games,Trainer RPG,Rated E +10 For Everyone +10,168.0,0,2017
Visual Concepts,Sega,Basketball Sim,Rated E For Everyone,6.0,1,2002
Planet Moon Studios,THQ,Sandbox,Rated E For Everyone,6.0,0,2009
Capcom,Capcom,2D Platformer,Rated E +10 For Everyone +10,84.0,0,2021
Racjin,NIS America,3D Beat-'Em-Up,Rated T For Teen,66.0,0,2011
Q Entertainment,Ubisoft,Rail Shooter,Rated E +10 For Everyone +10,96.0,1,2011
Universomo,THQ,Rhythm,Rated E For Everyone,6.0,0,2010
Neversoft Entertainment,Activision,Rhythm,Rated T For Teen,17.0,0,2009
Konami,Konami,Auto Racing Sim,Rated E For Everyone,17.0,1,2005
Nicalis,Nicalis,Metroidvania,Rated E +10 For Everyone +10,66.0,1,2010
Shin'en,Shin'en,Future Racing,Rated E For Everyone,178.0,1,2015
Inti Creates,Inti Creates,2D Platformer,Rated T For Teen,32.0,1,2016
Pivotal Games,Global Star Software,Third Person Shooter,Rated M For Mature,5.0,1,2004
EA Sports,EA Sports,Golf Sim,Rated E For Everyone,7.0,0,2003
Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,2558.0,1,2019
Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated T For Teen,33.0,1,2000
EA DICE,Electronic Arts,Tactical FPS,Rated M For Mature,5742.0,1,2011
Neptune Interactive Inc.,Neptune Interactive Inc.,Defense,Rated E +10 For Everyone +10,14.0,0,2015
Draw Distance,Feardemic,Top-Down Shoot-'Em-Up,Rated T For Teen,13.0,0,2019
Nintendo,Nintendo,2D Platformer,Rated E For Everyone,226.0,1,2002
Rainbow Studios,Nordic Games Publishing,Arcade Racing,Rated E For Everyone,14.0,0,2014
Namco,Namco,Auto Racing Sim,Rated E For Everyone,7.0,1,2000
KCET,Konami,Survival,Rated M For Mature,672.0,1,2003
Codo Games,Got Game Entertainment,Turn-Based Strategy,Rated T For Teen,6.0,0,2005
Altered Matter,Akupara Games,3D Platformer,Rated E For Everyone,18.0,1,2019
Digital Sun,11 bit studios,Action RPG,Rated E +10 For Everyone +10,133.0,0,2018
Coffee Stain North,Deep Silver,Simulation,Rated T For Teen,100.0,1,2022
Vicarious Visions,Activision,3D Platformer,Rated E For Everyone,5.0,1,2004
From Software,Namco Bandai Games,Action RPG,Rated M For Mature,216.0,1,2012
Secret Level,Sega,Action,Rated M For Mature,18.0,0,2008
Sony Interactive Entertainment San Diego Studio,Sony Interactive Entertainment,Baseball Sim,Rated E For Everyone,49.0,0,2023
Stainless Games,Atari SA,Compilation,Rated E For Everyone,6.0,0,2007
Too Kyo Games,NIS America,Action Adventure,Rated T For Teen,31.0,0,2021
TimeGate Studios,Strategy First,Command RTS,Rated T For Teen,47.0,1,2001
