Developer,Publisher,Genres,Product Rating,User Ratings Count,Best-seller,year
Digital Illusions,TDK Mediactive,3D Platformer,Rated T For Teen,25.0,0,2001
UBlart Montpellier,Ubisoft,2D Platformer,Rated E +10 For Everyone +10,317.0,1,2011
TOSE,Natsume,Tycoon,Rated E For Everyone,18.0,0,2005
Clover Studio,Capcom,Action Adventure,Rated T For Teen,429.0,1,2006
EA Canada,EA Sports,Soccer Sim,Rated E For Everyone,497.0,0,2013
Mad Head Games,Prime Matter,Action Adventure,Rated T For Teen,43.0,0,2023
Crema Games,Humble Games,Trainer RPG,Rated E +10 For Everyone +10,16.0,0,2022
Rock Pocket Games,Funcom,Survival,Rated M For Mature,61.0,0,2019
PaperSeven,PaperSeven,Adventure,Rated E For Everyone,33.0,0,2017
Score Studios,Rainy Frog,Action Puzzle,Rated E For Everyone,16.0,1,2017
Ubisoft Paris,Ubisoft,Party,Rated E +10 For Everyone +10,33.0,0,2008
Black Cactus,Microids,Real-Time Strategy,Rated T For Teen,15.0,0,2002
Namco Bandai Games,Namco Bandai Games,Compilation,Rated E For Everyone,8.0,1,2010
Klei Entertainment,Electronic Arts,2D Beat-'Em-Up,Rated M For Mature,39.0,0,2010
Tamsoft,XSEED Games,2D Beat-'Em-Up,Rated T For Teen,73.0,0,2013
Self Made Miracle,Team17,2D Platformer,Rated T For Teen,6.0,0,2015
Pterodon,Gathering,FPS,Rated T For Teen,23.0,0,2004
Supergiant Games,Supergiant Games,Action RPG,Rated T For Teen,700.0,1,2014
Brainseed Factory,Headup Games,2D Platformer,Rated E +10 For Everyone +10,32.0,0,2015
Milestone S.r.l,Koch Media,Auto Racing,Rated E For Everyone,10.0,0,2017
Nintendo,Nintendo,Auto Racing,Rated E For Everyone,477.0,1,2003
Night Dive Studios,Bethesda Softworks,FPS,Rated M For Mature,80.0,1,2020
Creatures Inc.,Nintendo,Action Adventure,Rated E For Everyone,65.0,1,2012
ArenaNet,ArenaNet,MMORPG,Rated T For Teen,272.0,0,2017
Ubisoft,Ubisoft,Adventure,Rated T For Teen,7.0,0,2011
EA DICE,EA Games,FPS,Rated T For Teen,187.0,1,2008
Bandai Namco Games,Bandai Namco Games,Turn-Based Tactics,Rated T For Teen,16.0,1,2019
Telltale Games,Telltale Games,Adventure,Rated M For Mature,334.0,1,2015
Standfast Interactive,RedBedlam,FPS,Rated M For Mature,12.0,0,2015
Visual Concepts,Take-Two Interactive,Baseball Sim,Rated E For Everyone,22.0,0,2012
Loveshack Entertainment,Loveshack Entertainment,Compilation,Rated E For Everyone,8.0,0,2018
Owlchemy Labs,Owlchemy Labs,Virtual Career,Rated E +10 For Everyone +10,69.0,1,2016
Boolat Games,Boolat Games,3D Platformer,Rated E For Everyone,5.0,0,2009
Infinigon,Badland Games,Action RPG,Rated M For Mature,11.0,0,2016
The Sims Studio,Electronic Arts,Virtual Life,Rated T For Teen,24.0,0,2011
PlatinumGames,Square Enix,Action RPG,Rated M For Mature,850.0,1,2018
Alphadream Corporation,Nintendo,JRPG,Rated E For Everyone,230.0,1,2005
Smilegate,Smilegate,Tactical FPS,Rated M For Mature,291.0,0,2022
LOOT Entertainment,LOOT Entertainment,Action,Rated E For Everyone,27.0,0,2014
TOSE,Square Enix,JRPG,Rated E +10 For Everyone +10,41.0,0,2021
Capcom,Capcom,Survival,Rated M For Mature,122.0,0,2015
Telltale Games,Telltale Games,Point-and-Click,Rated E +10 For Everyone +10,33.0,0,2017
Ritual Entertainment,Ritual Entertainment,FPS,Rated M For Mature,72.0,1,2006
Ignition Entertainment,Ignition Entertainment,Action Adventure,Rated T For Teen,47.0,1,2011
Game Titan,Majesco,2D Platformer,Rated E For Everyone,14.0,0,2001
Nihilistic,Konami,Top-Down Shoot-'Em-Up,Rated M For Mature,10.0,0,2009
Yuke's,2K Sports,Wrestling,Rated T For Teen,169.0,0,2016
Codemasters,Codemasters,Auto Racing Sim,Rated T For Teen,13.0,1,2002
Ubisoft Paris,Ubisoft,Party,Rated E +10 For Everyone +10,43.0,0,2012
WayForward,D3Publisher,Action Adventure,Rated E +10 For Everyone +10,21.0,0,2013
Darkling Room,Got Game Entertainment,Adventure,Rated T For Teen,19.0,1,2008
Griptonite Games,EA Games,RPG,Rated E For Everyone,18.0,1,2004
Ladyluck Digital Media,Tri Synergy,FPS,Rated T For Teen,10.0,0,2006
Bloober Team,Bloober Team,First-Person Adventure,Rated M For Mature,51.0,0,2018
Serious Brew,Digital Tribe,2D Platformer,Rated T For Teen,26.0,0,2012
Deck 13,Deck 13,2D Platformer,Rated E For Everyone,6.0,0,2017
id Software,Bethesda Softworks,FPS,Rated M For Mature,634.0,0,2011
Techland,TopWare Interactive,FPS,Rated M For Mature,24.0,0,2005
4A Games,Deep Silver,FPS,Rated M For Mature,50.0,0,2013
Gaijin Entertainment,Konami,Aircraft Combat Sim,Rated T For Teen,22.0,1,2012
Helixe,THQ,3D Beat-'Em-Up,Rated E For Everyone,7.0,0,2002
IO Entertainment,Warner Bros. Interactive Entertainment,Compilation,Rated M For Mature,34.0,0,2019
EA Bright Light,EA Games,Action Adventure,Rated E +10 For Everyone +10,27.0,0,2009
Deep Silver Fishlabs,Deep Silver,Space Combat Sim,Rated T For Teen,85.0,0,2021
Idea Factory,NIS America,Turn-Based Strategy,Rated T For Teen,5.0,0,2006
Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,483.0,1,2012
Atlus,Atlus,JRPG,Rated T For Teen,257.0,0,2000
Sumo Digital,Sega,Tennis,Rated E For Everyone,10.0,1,2009
Crackshell,BlitWorks,Action RPG,Rated T For Teen,12.0,1,2020
Digital Dialect,Microsoft Game Studios,Action Adventure,Rated M For Mature,261.0,1,2000
GRIN,Warner Bros. Interactive Entertainment,Third Person Shooter,Rated T For Teen,38.0,0,2009
SCEA San Diego Studios,SCEA,Baseball Sim,Rated E For Everyone,119.0,1,2013
Reality Pump,TopWare Interactive,Action RPG,Rated M For Mature,37.0,0,2011
GameDesignDan,Curve Digital,2D Platformer,Rated T For Teen,23.0,0,2016
PopCap,Electronic Arts,Tactical Third Person Shooter,Rated E +10 For Everyone +10,173.0,1,2016
Teku Studios,Daedalic Entertainment,2D Platformer,Rated RP For Rate Pending,80.0,1,2016
Sony Interactive Entertainment San Diego Studio,Sony Interactive Entertainment,Baseball Sim,Rated E For Everyone,165.0,0,2021
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated E For Everyone,147.0,1,2001
Legacy Interactive,Strategy First,Adventure,Rated T For Teen,20.0,0,2008
DotEmu,DotEmu,Individual Sports,Rated E For Everyone,13.0,0,2017
KCEJ,Konami,Action RPG,Rated E +10 For Everyone +10,10.0,1,2005
Bright Future GmbH,Electronic Arts,Soccer Management,Rated E For Everyone,9.0,0,2008
Sega,Sega,2D Platformer,Rated E For Everyone,99.0,1,2011
Ignition Entertainment,Ignition Entertainment,Puzzle,Rated E For Everyone,8.0,1,2007
EA Sports,Electronic Arts,Football Sim,Rated E For Everyone,149.0,0,2013
LABS Works,DANGEN Entertainment,Metroidvania,Rated T For Teen,20.0,0,2021
Reply Game Studios,Modus Games,Action RPG,Rated M For Mature,107.0,0,2022
EA Canada,EA Sports,Exercise,Rated E For Everyone,11.0,0,2010
Kheops Studio,The Adventure Company,First-Person Adventure,Rated T For Teen,10.0,0,2005
Obsidian Entertainment,Bethesda Softworks,Western RPG,Rated M For Mature,124.0,1,2011
Acquire,XSEED Games,Open-World Action,Rated M For Mature,67.0,0,2014
From Software,Agetec,Puzzle,Rated E For Everyone,8.0,1,2001
Lexis Numerique,Lexis Numerique,Point-and-Click,Rated M For Mature,5.0,0,2011
Asobo Studio,Codemasters,Racing,Rated E For Everyone,21.0,0,2009
Level 5,Nintendo,Adventure,Rated E For Everyone,209.0,1,2008
Ubisoft Milan,Ubisoft,Turn-Based Tactics,Rated E +10 For Everyone +10,94.0,1,2018
KAI GRAPHICS,Square Enix,JRPG,Rated T For Teen,24.0,0,2023
Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,1133.0,0,2018
Maxis,Electronic Arts,Virtual Life,Rated T For Teen,7.0,0,2007
Kadokawa,NIS America,Turn-Based Tactics,Rated M For Mature,86.0,0,2014
Digital Chocolate,Digital Chocolate,Action Puzzle,Rated E For Everyone,5.0,0,2009
Digital Eclipse,Midway,2D Fighting,Rated M For Mature,22.0,0,2006
PopCap,Electronic Arts,Tactical Third Person Shooter,Rated E +10 For Everyone +10,465.0,1,2014
Pixel Opus,SCEA,Arcade,Rated E For Everyone,187.0,0,2014
Creative Assembly,Electronic Arts,Turn-Based Strategy,Rated T For Teen,129.0,1,2000
Nintendo,Nintendo,2D Platformer,Rated E For Everyone,924.0,1,2009
Colossal Order,Paradox Interactive,Management,Rated E For Everyone,203.0,0,2023
Youxiland,Planetwide Games,MMORPG,Rated T For Teen,5.0,0,2005
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated T For Teen,395.0,1,2016
Kite Games,THQ Nordic,Real-Time Strategy,Rated T For Teen,11.0,0,2022
Traveller's Tales,Activision,Action,Rated E For Everyone,7.0,1,2000
Blind Squirrel Entertainment,Sega,3D Platformer,Rated E For Everyone,305.0,0,2021
BadFly Interactive,BadFly Interactive,FPS,Rated M For Mature,7.0,0,2017
SpikySnail Games Studio,Microsoft Game Studios,Action Puzzle,Rated E For Everyone,18.0,1,2012
Bandai Namco Games,Bandai Namco Games,Action RPG,Rated T For Teen,341.0,1,2021
Yacht Club Games,Yacht Club Games,2D Platformer,Rated E For Everyone,555.0,1,2017
Cauldron Ltd.,Blue Byte,Turn-Based Tactics,Rated T For Teen,9.0,0,2000
Nicalis,Nicalis,Action RPG,Rated E For Everyone,12.0,0,2013
Nintendo,Nintendo,Virtual Pet,Rated E For Everyone,20.0,1,2011
B.B.Studio,Bandai Namco Games,Party,Rated E For Everyone,12.0,0,2019
New World Computing,3DO,Turn-Based Strategy,Rated E For Everyone,365.0,1,2002
Capcom,Bandai,Vehicle Combat Sim,Rated T For Teen,16.0,1,2002
Croteam,Devolver Digital,First-Person Adventure,Rated T For Teen,773.0,1,2014
Sports Interactive,Sega,Hockey Sim,Rated E For Everyone,6.0,0,2004
Layopi Games,1C Entertainment,Action Adventure,Rated M For Mature,71.0,0,2019
Full Control,Full Control,Turn-Based Strategy,Rated T For Teen,169.0,0,2013
Climax Studios,Ubisoft,Linear Action Adventure,Rated T For Teen,84.0,0,2016
Choice Provisions,Choice Provisions,2D Platformer,Rated E For Everyone,25.0,0,2015
InXile Entertainment,Techland,Western RPG,Rated M For Mature,445.0,0,2016
Insomniac Games,SCEA,FPS,Rated M For Mature,539.0,1,2008
"CCR, Inc",Codemasters,MMORPG,Rated T For Teen,12.0,0,2006
Akella,Playlogic,Western RPG,Rated T For Teen,15.0,0,2006
Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,9576.0,1,2014
Treyarch,Activision,Tactical FPS,Rated M For Mature,44.0,0,2011
Cyan Worlds,Ubisoft,First-Person Adventure,Rated E For Everyone,7.0,0,2004
Hudson Soft,Nintendo,Stacking Puzzle,Rated E For Everyone,34.0,0,2011
Gearbox Software,Ubisoft,Tactical FPS,Rated M For Mature,66.0,0,2008
Hudson,Nintendo,Party,Rated E For Everyone,112.0,1,2002
ROIGAMES Inc.,PQube,Survival,Rated T For Teen,31.0,0,2017
HAL Labs,Nintendo,2D Fighting,Rated E For Everyone,14.0,0,2014
ACE Team,Atlus,Linear Action Adventure,Rated T For Teen,12.0,0,2015
Monolith Productions,Fox Interactive,Action,Rated T For Teen,12.0,0,2000
Yuke's,THQ,Wrestling,Rated T For Teen,44.0,0,2010
Griptonite Games,Activision,3D Beat-'Em-Up,Rated E +10 For Everyone +10,9.0,1,2009
Owlchemy Labs,Owlchemy Labs,Virtual Career,Rated E For Everyone,15.0,0,2019
Backbone Entertainment,Konami,2D Platformer,Rated E +10 For Everyone +10,9.0,0,2006
Interwave Studios,Viva Media,FPS,Rated M For Mature,128.0,1,2011
Electronic Arts,Electronic Arts,Soccer Management,Rated E For Everyone,32.0,0,2010
Nippon Ichi Software,NIS America,Turn-Based Tactics,Rated T For Teen,71.0,1,2013
Doragon Entertainment,Doragon Entertainment,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,28.0,1,2018
EA DICE,EA Games,FPS,Rated T For Teen,183.0,1,2006
Naughty Dog,SCEA,3D Platformer,Rated T For Teen,419.0,1,2004
Kouri,Playism,Survival,Rated T For Teen,13.0,1,2023
WayForward,WayForward,2D Platformer,Rated E +10 For Everyone +10,139.0,1,2014
Camelot Software Planning,Nintendo,Tennis,Rated E For Everyone,39.0,1,2005
Creative Assembly,Sega,Compilation,Rated E For Everyone,39.0,1,2010
Ubisoft Montreal,Ubisoft,FPS,Rated M For Mature,1267.0,0,2016
Blue Tongue Entertainment,THQ,Action,Rated E +10 For Everyone +10,7.0,1,2006
Telltale Games,Telltale Games,Compilation,Rated E For Everyone,11.0,0,2009
Radon Labs,cdv Software,Third-Person Adventure,Rated T For Teen,23.0,1,2002
First Contact Entertainment,Sony Interactive Entertainment,Tactical FPS,Rated T For Teen,362.0,0,2023
SimBin,Take-Two Interactive,Auto Racing Sim,Rated E For Everyone,42.0,0,2008
GSC Game World,Virgin Interactive,FPS,Rated T For Teen,13.0,0,2001
3DO,3DO,Third Person Shooter,Rated T For Teen,5.0,0,2001
NovaLogic,NovaLogic,Tactical FPS,Rated T For Teen,25.0,1,2004
h.a.n.d. Inc.,Square Enix,Action RPG,Rated T For Teen,139.0,1,2021
Imaginati,FoxNext VR Studio,Light Gun,Rated M For Mature,11.0,0,2018
Kerberos Productions,Lighthouse Interactive,Strategy,Rated E +10 For Everyone +10,20.0,1,2006
Yuke's,THQ,Wrestling,Rated T For Teen,86.0,1,2005
Kuju Entertainment,Atari SA,Turn-Based Strategy,Rated T For Teen,12.0,0,2007
Spike Chunsoft,Spike Chunsoft,Action Adventure,Rated M For Mature,53.0,1,2022
Hudson,Hudson Entertainment,Action Puzzle,Rated E For Everyone,31.0,1,2009
Yippee Entertainment LTD,Kalypso,Real-Time Strategy,Rated T For Teen,88.0,0,2020
Huge Calf Studios,Curve Digital,Skiing,Rated T For Teen,8.0,0,2019
Maxis,EA Games,Virtual Life,Rated T For Teen,26.0,1,2006
Ubisoft San Francisco,Ubisoft,Stacking Puzzle,Rated E For Everyone,22.0,0,2014
Hothead Games,EA Partners,Action RPG,Rated T For Teen,21.0,1,2010
Housemarque,Ubisoft,2D Platformer,Rated E +10 For Everyone +10,61.0,0,2011
Idea Factory,Aksys Games,Visual Novel,Rated M For Mature,20.0,1,2013
Smilebit,Sega,Rail Shooter,Rated T For Teen,54.0,1,2003
Sennari Interactive,Bam Entertainment,Horizontal Shoot-'Em-Up,Rated E For Everyone,6.0,0,2001
Visual Concepts,Sega,Party,Rated E For Everyone,10.0,0,2001
CyberConnect2,Sega,3D Fighting,Rated T For Teen,74.0,0,2021
EA Canada,Electronic Arts,Soccer Sim,Rated E For Everyone,558.0,0,2021
KCET,Konami,Soccer Sim,Rated E For Everyone,33.0,0,2004
BigPark,Microsoft Game Studios,Auto Racing,Rated E For Everyone,24.0,0,2010
Original Fire Games,Square Enix,Auto Racing,Rated E For Everyone,11.0,0,2021
Capcom,Capcom,2D Fighting,Rated T For Teen,186.0,0,2017
Crystal Dynamics,Square Enix,Compilation,Rated T For Teen,90.0,1,2011
Gaijin Games,Gaijin Games,Rhythm,Rated T For Teen,166.0,1,2013
ansdor,BlitWorks,Auto Racing,Rated E For Everyone,14.0,1,2022
Artificial Mind and Movement,THQ,Survival,Rated E +10 For Everyone +10,8.0,0,2006
Alphadream Corporation,Nintendo,JRPG,Rated E +10 For Everyone +10,402.0,1,2013
Criterion Games,Acclaim,Auto Racing,Rated E For Everyone,35.0,0,2001
Impressions Games,Sierra Entertainment,Management,Rated E For Everyone,90.0,1,2000
Midway Studios - San Diego,Midway,Auto Racing,Rated E For Everyone,12.0,0,2007
Eurocom,Disney Interactive Studios,Action Adventure,Rated E +10 For Everyone +10,19.0,0,2011
Grip Games,Grip Games,2D Platformer,Rated E For Everyone,40.0,0,2015
Arika,Square Enix,Matching Puzzle,Rated E For Everyone,14.0,0,2011
Funselektor Labs Inc.,Funselektor Labs Inc.,Auto Racing,Rated E For Everyone,6.0,0,2020
Mossmouth,Mossmouth,2D Platformer,Rated T For Teen,94.0,1,2020
Tribute Games,Tribute Games,Horizontal Shoot-'Em-Up,Rated T For Teen,7.0,0,2018
Blue Castle Games,Capcom,Open-World Action,Rated M For Mature,269.0,0,2010
EA Canada,EA Sports,Soccer Sim,Rated E For Everyone,33.0,0,2012
Otomate,Idea Factory,Visual Novel,Rated M For Mature,13.0,0,2018
Electronic Arts,Electronic Arts,Golf Sim,Rated E For Everyone,27.0,0,2011
5TH Cell,Microsoft Game Studios,Tactical Third Person Shooter,Rated T For Teen,32.0,0,2012
Pipe Dream Interactive,Majesco,FPS,Rated M For Mature,9.0,1,2001
Konami,Konami,Wrestling,Rated M For Mature,25.0,0,2006
Abstraction Games,505 Games,Real-Time Strategy,Rated T For Teen,7.0,0,2016
Level 5,Nintendo,Puzzle,Rated E +10 For Everyone +10,97.0,1,2011
PopTop Software,Gathering,Tycoon,Rated E For Everyone,80.0,1,1998
Team Ninja,Tecmo,Action Adventure,Rated M For Mature,187.0,1,2005
Ultimation Inc.,SSI,Marine Combat Sim,Rated E For Everyone,12.0,1,2001
Acquire,XSEED Games,Western RPG,Rated T For Teen,14.0,0,2011
DMA Design,Rockstar Games,Open-World Action,Rated T For Teen,150.0,1,1999
SuperVillain Studios,Zoo Games,Virtual Career,Rated E For Everyone,12.0,0,2008
WARP,Sega,Survival,Rated M For Mature,9.0,1,2000
Square Enix,Square Enix,MMORPG,Rated T For Teen,18.0,1,2004
Spike Chunsoft,Aksys Games,Roguelike,Rated E +10 For Everyone +10,27.0,1,2016
THQ,THQ,Action Adventure,Rated E +10 For Everyone +10,6.0,0,2011
Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,305.0,0,2014
EA Sports,Electronic Arts,Hockey Sim,Rated E For Everyone,8.0,0,2002
Pandemic Studios,THQ,Real-Time Strategy,Rated M For Mature,13.0,1,2004
Canal+ Multimedia,DreamCatcher Interactive,Point-and-Click,Rated M For Mature,24.0,0,2000
Stoic,Versus Evil,Turn-Based Tactics,Rated T For Teen,847.0,1,2014
Traveller's Tales,Eidos Interactive,Action Adventure,Rated E For Everyone,74.0,1,2005
DONTNOD Entertainment,Capcom,Action Adventure,Rated M For Mature,309.0,1,2013
Pathea Games,Team17,Virtual Life,Rated E +10 For Everyone +10,118.0,0,2019
Omega Force,Nintendo,3D Beat-'Em-Up,Rated T For Teen,737.0,1,2014
FireFly Studios,2K Games,Real-Time Strategy,Rated T For Teen,170.0,0,2005
Omega Force,Tecmo Koei Games,Action RPG,Rated T For Teen,33.0,1,2011
Capcom,Capcom,Compilation,Rated E For Everyone,29.0,0,2006
Nihilistic,SCEA,Action,Rated E +10 For Everyone +10,20.0,0,2011
Hit Maker,NIS America,RPG,Rated E +10 For Everyone +10,8.0,0,2009
Apeiron,Strategy First,Turn-Based Strategy,Rated M For Mature,21.0,0,2006
HeSaw,Focus Home Interactive,Rail Shooter,Rated M For Mature,87.0,0,2014
SCEJ,SCEA,Action Puzzle,Rated E For Everyone,11.0,0,2000
Rainbow Studios,SCEA,Auto Racing Sim,Rated E For Everyone,22.0,1,2002
1C Entertainment,Ubisoft,Aircraft Combat Sim,Rated T For Teen,20.0,0,2004
EA Redwood Shores,EA Games,3D Platformer,Rated T For Teen,81.0,1,2007
M2,Konami,Compilation,Rated T For Teen,32.0,1,2021
Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,45.0,1,2020
Inti Creates,Inti Creates,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,41.0,1,2019
EA Tiburon,EA Sports,Golf Sim,Rated E For Everyone,28.0,0,2013
Frontier Developments,Frontier Developments,Tycoon,Rated T For Teen,65.0,0,2021
KeokeN Interactive,KeokeN Interactive,Action Adventure,Rated T For Teen,79.0,0,2020
Koei,Koei,Real-Time Strategy,Rated T For Teen,18.0,1,2005
UGA,Agetec,Compilation,Rated T For Teen,13.0,1,2003
Think and Feel,Square Enix,Real-Time Tactics,Rated E +10 For Everyone +10,169.0,1,2007
Bungie,Microsoft Game Studios,FPS,Rated M For Mature,3151.0,1,2010
Indie Built,Microsoft Game Studios,Skiing,Rated E For Everyone,13.0,0,2001
SCE Japan Studio,SCEA,Linear Action Adventure,Rated E +10 For Everyone +10,1382.0,0,2013
HAL Labs,Nintendo,2D Platformer,Rated E +10 For Everyone +10,109.0,1,2023
Humble Hearts,Microsoft Game Studios,Metroidvania,Rated E +10 For Everyone +10,170.0,1,2012
Numskull Games,Numskull Games,2D Platformer,Rated E +10 For Everyone +10,21.0,1,2019
Tri-Ace,Square Enix,Action RPG,Rated T For Teen,72.0,1,2005
Vblank Entertainment Inc.,Vblank Entertainment Inc.,Open-World Action,Rated T For Teen,98.0,1,2012
Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,23.0,0,2009
Chris Sawyer,Infogrames,Tycoon,Rated E For Everyone,132.0,1,2002
Maxis,Electronic Arts,Virtual Life,Rated T For Teen,17.0,1,2007
EA Canada,Electronic Arts,Rugby,Rated E For Everyone,8.0,1,2007
Tenco,Mages.,Turn-Based Tactics,Rated M For Mature,38.0,1,2015
Capcom,Capcom,2D Fighting,Rated T For Teen,27.0,0,2012
Ryu ga Gotoku Studios,Sega,Open-World Action,Rated M For Mature,563.0,1,2019
Blue Fang Games,Microsoft Game Studios,Tycoon,Rated E For Everyone,69.0,1,2004
Dimps Corporation,Atari SA,3D Fighting,Rated T For Teen,27.0,1,2007
Artech Studios,Sierra Online,Third Person Shooter,Rated E +10 For Everyone +10,8.0,0,2008
Engine Software,Ubisoft,2D Beat-'Em-Up,Rated T For Teen,47.0,0,2021
CRI,Crave,Aircraft Combat Sim,Rated E For Everyone,6.0,1,2000
Alcachofa Soft,DreamCatcher Interactive,Adventure,Rated E +10 For Everyone +10,10.0,0,2008
Guerrilla,PlayStation Mobile Inc.,Open-World Action,Rated T For Teen,1303.0,0,2020
Shin'en,The Game Factory,2D Platformer,Rated E For Everyone,25.0,1,2007
Konami,Konami,Card Battle,Rated E For Everyone,71.0,1,2003
Vicious Cycle,D3Publisher,Survival,Rated M For Mature,34.0,1,2007
Compile Heart,Aksys Games,Turn-Based Tactics,Rated T For Teen,35.0,0,2011
CyberConnect2,Bandai,Action RPG,Rated T For Teen,21.0,0,2003
Compile Heart,NIS America,JRPG,Rated T For Teen,55.0,0,2014
Arc System Works,Aksys Games,Visual Novel,Rated T For Teen,11.0,0,2016
QubicGames,QubicGames,Future Racing,Rated E For Everyone,8.0,1,2013
Firaxis Games,Electronic Arts,4X Strategy,Rated E For Everyone,241.0,1,1999
Electronic Arts,EA Sports,Soccer Sim,Rated E For Everyone,40.0,1,2010
Mobius Entertainment,Rockstar Games,Top-Down Shoot-'Em-Up,Rated M For Mature,19.0,1,2003
ArtePiazza,Nintendo,JRPG,Rated E For Everyone,215.0,1,2023
Zipper Interactive,SCEA,Tactical Third Person Shooter,Rated M For Mature,32.0,1,2002
Expansive Worlds,Avalanche Studios,Hunting,Rated T For Teen,132.0,0,2017
Valve Software,Microsoft Game Studios,FPS,Rated T For Teen,266.0,1,2008
